,Country,Year,Coin Value,Amount,Status,Created,Special,Collected,Collector,Source,Staged,Name,Country-specific,Description,Link
69,andorra,2007,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
70,andorra,2007,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
71,andorra,2007,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
72,andorra,2008,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
73,andorra,2008,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
74,andorra,2008,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
75,andorra,2008,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
76,andorra,2008,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
77,andorra,2008,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
78,andorra,2008,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
79,andorra,2008,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
80,andorra,2009,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
81,andorra,2009,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
82,andorra,2009,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
83,andorra,2009,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
84,andorra,2009,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
85,andorra,2009,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
86,andorra,2009,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
87,andorra,2009,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
88,andorra,2010,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
89,andorra,2010,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
90,andorra,2010,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
91,andorra,2010,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
92,andorra,2010,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
93,andorra,2010,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
94,andorra,2010,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
95,andorra,2010,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
96,andorra,2011,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
97,andorra,2011,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
98,andorra,2011,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
99,andorra,2011,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
100,andorra,2011,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
101,andorra,2011,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
102,andorra,2011,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
103,andorra,2011,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
104,andorra,2012,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
105,andorra,2012,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
106,andorra,2012,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
107,andorra,2012,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
108,andorra,2012,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
109,andorra,2012,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
110,andorra,2012,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
111,andorra,2012,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
112,andorra,2013,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
113,andorra,2013,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
114,andorra,2013,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
115,andorra,2013,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
116,andorra,2013,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
117,andorra,2013,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
118,andorra,2013,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
119,andorra,2013,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
120,andorra,2014,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
121,andorra,2014,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
122,andorra,2014,5 cent,1000,missing,01.01.2024,False,,,,False,,,,
123,andorra,2014,10 cent,1000,missing,01.01.2024,False,,,,False,,,,
124,andorra,2014,20 cent,1000,missing,01.01.2024,False,,,,False,,,,
125,andorra,2014,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
126,andorra,2014,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
127,andorra,2014,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
128,andorra,2015,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
129,andorra,2015,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
130,andorra,2015,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
131,andorra,2015,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
132,andorra,2015,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
133,andorra,2015,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
134,andorra,2015,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
135,andorra,2015,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
136,andorra,2016,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
137,andorra,2016,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
138,andorra,2016,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
139,andorra,2016,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
140,andorra,2016,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
141,andorra,2016,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
142,andorra,2016,1 euro,2400,missing,01.01.2024,False,,,,False,,,,
143,andorra,2016,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
144,andorra,2017,1 cent,2600,missing,01.01.2024,False,,,,False,,,,
145,andorra,2017,2 cent,1500,missing,01.01.2024,False,,,,False,,,,
146,andorra,2017,5 cent,2200,missing,01.01.2024,False,,,,False,,,,
147,andorra,2017,10 cent,1100,missing,01.01.2024,False,,,,False,,,,
148,andorra,2017,20 cent,1200,missing,01.01.2024,False,,,,False,,,,
149,andorra,2017,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
150,andorra,2017,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
151,andorra,2017,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
152,andorra,2018,1 cent,3400,missing,01.01.2024,False,,,,False,,,,
153,andorra,2018,2 cent,2600,missing,01.01.2024,False,,,,False,,,,
154,andorra,2018,5 cent,1800,missing,01.01.2024,False,,,,False,,,,
155,andorra,2018,10 cent,1000,missing,01.01.2024,False,,,,False,,,,
156,andorra,2018,20 cent,1000,missing,01.01.2024,False,,,,False,,,,
157,andorra,2018,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
158,andorra,2018,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
159,andorra,2018,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
160,andorra,2019,1 cent,2400,missing,01.01.2024,False,,,,False,,,,
161,andorra,2019,2 cent,1700,missing,01.01.2024,False,,,,False,,,,
162,andorra,2019,5 cent,2100,missing,01.01.2024,False,,,,False,,,,
163,andorra,2019,10 cent,1600,missing,01.01.2024,False,,,,False,,,,
164,andorra,2019,20 cent,1600,missing,01.01.2024,False,,,,False,,,,
165,andorra,2019,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
166,andorra,2019,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
167,andorra,2019,2 euro,1000,missing,01.01.2024,False,,,,False,,,,
168,andorra,2020,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
169,andorra,2020,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
170,andorra,2020,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
171,andorra,2020,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
172,andorra,2020,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
173,andorra,2020,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
174,andorra,2020,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
175,andorra,2020,2 euro,1500,missing,01.01.2024,False,,,,False,,,,
176,andorra,2021,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
177,andorra,2021,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
178,andorra,2021,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
179,andorra,2021,10 cent,1400,missing,01.01.2024,False,,,,False,,,,
180,andorra,2021,20 cent,1400,missing,01.01.2024,False,,,,False,,,,
181,andorra,2021,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
182,andorra,2021,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
183,andorra,2021,2 euro,1500,missing,01.01.2024,False,,,,False,,,,
184,andorra,2022,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
185,andorra,2022,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
186,andorra,2022,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
187,andorra,2022,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
188,andorra,2022,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
189,andorra,2022,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
190,andorra,2022,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
191,andorra,2022,2 euro,1700,collected,01.01.2024,False,01.01.2024,,,False,,,,
192,andorra,2023,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
193,andorra,2023,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
194,andorra,2023,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
195,andorra,2023,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
196,andorra,2023,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
197,andorra,2023,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
198,andorra,2023,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
199,andorra,2023,2 euro,2100,missing,01.01.2024,False,,,,False,,,,
200,andorra,2024,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
201,andorra,2024,2 cent,907,unavailable,01.01.2024,False,,,,False,,,,
202,andorra,2024,5 cent,1957,collected,01.01.2024,False,07.10.2024,,,False,,,,
203,andorra,2024,10 cent,1007,missing,01.01.2024,False,,,,False,,,,
204,andorra,2024,20 cent,707,unavailable,01.01.2024,False,,,,False,,,,
205,andorra,2024,50 cent,507,unavailable,01.01.2024,False,,,,False,,,,
206,andorra,2024,1 euro,1057,missing,01.01.2024,False,,,,False,,,,
207,andorra,2024,2 euro,1608,missing,01.01.2024,False,,,,False,,,,
208,andorra,2025,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
209,andorra,2025,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
210,andorra,2025,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
211,andorra,2025,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
212,andorra,2025,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
213,andorra,2025,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
214,andorra,2025,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
215,andorra,2025,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
216,belgium,1999,1 cent,235200,collected,01.01.2024,False,01.01.2024,,,False,,,,
217,belgium,1999,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
218,belgium,1999,5 cent,300000,collected,01.01.2024,False,01.01.2024,,,False,,,,
219,belgium,1999,10 cent,180950,collected,01.01.2024,False,01.01.2024,,,False,,,,
220,belgium,1999,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
221,belgium,1999,50 cent,197000,collected,01.01.2024,False,01.01.2024,,,False,,,,
222,belgium,1999,1 euro,160000,collected,01.01.2024,False,01.01.2024,,,False,,,,
223,belgium,1999,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
224,belgium,2000,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
225,belgium,2000,2 cent,337000,collected,01.01.2024,False,01.01.2024,,,False,,,,
226,belgium,2000,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
227,belgium,2000,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
228,belgium,2000,20 cent,181000,collected,01.01.2024,False,01.01.2024,,,False,,,,
229,belgium,2000,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
230,belgium,2000,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
231,belgium,2000,2 euro,120000,collected,01.01.2024,False,01.01.2024,,,False,,,,
232,belgium,2001,1 cent,99800,missing,01.01.2024,False,,,,False,,,,
233,belgium,2001,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
234,belgium,2001,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
235,belgium,2001,10 cent,145750,collected,01.01.2024,False,01.01.2024,,,False,,,,
236,belgium,2001,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
237,belgium,2001,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
238,belgium,2001,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
239,belgium,2001,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
240,belgium,2002,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
241,belgium,2002,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
242,belgium,2002,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
243,belgium,2002,10 cent,90,unavailable,01.01.2024,False,,,,False,,,,
244,belgium,2002,20 cent,104000,collected,01.01.2024,False,01.01.2024,,,False,,,,
245,belgium,2002,50 cent,50019,collected,01.01.2024,False,01.01.2024,,,False,,,,
246,belgium,2002,1 euro,84526,collected,01.01.2024,False,01.01.2024,,,False,,,,
247,belgium,2002,2 euro,50000,collected,01.01.2024,False,01.01.2024,,,False,,,,
248,belgium,2003,1 cent,10030,missing,01.01.2024,False,,,,False,,,,
249,belgium,2003,2 cent,40010,missing,01.01.2024,False,,,,False,,,,
250,belgium,2003,5 cent,30056,collected,01.01.2024,False,04.04.2026,Jannis,,False,,,,
251,belgium,2003,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
252,belgium,2003,20 cent,30006,collected,01.01.2024,False,01.01.2024,,,False,,,,
253,belgium,2003,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
254,belgium,2003,1 euro,6000,missing,01.01.2024,False,,,,False,,,,
255,belgium,2003,2 euro,30030,collected,01.01.2024,False,01.01.2024,,,False,,,,
256,belgium,2004,1 cent,180000,collected,01.01.2024,False,01.01.2024,,,False,,,,
257,belgium,2004,2 cent,159250,collected,01.01.2024,False,01.01.2024,,,False,,,,
258,belgium,2004,5 cent,80000,collected,01.01.2024,False,01.01.2024,,,False,,,,
259,belgium,2004,10 cent,20000,collected,01.01.2024,False,01.01.2024,,,False,,,,
260,belgium,2004,20 cent,70000,collected,01.01.2024,False,01.01.2024,,,False,,,,
261,belgium,2004,50 cent,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
262,belgium,2004,1 euro,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
263,belgium,2004,2 euro,60000,collected,01.01.2024,False,01.01.2024,,,False,,,,
264,belgium,2005,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
265,belgium,2005,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
266,belgium,2005,5 cent,110000,collected,01.01.2024,False,01.01.2024,,,False,,,,
267,belgium,2005,10 cent,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
268,belgium,2005,20 cent,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
269,belgium,2005,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
270,belgium,2005,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
271,belgium,2005,2 euro,10500,collected,01.01.2024,False,01.01.2024,,,False,,,,
272,belgium,2006,1 cent,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
273,belgium,2006,2 cent,30000,missing,01.01.2024,False,,,,False,,,,
274,belgium,2006,5 cent,35000,missing,01.01.2024,False,,,,False,,,,
275,belgium,2006,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
276,belgium,2006,20 cent,40000,collected,01.01.2024,False,01.01.2024,,,False,,,,
277,belgium,2006,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
278,belgium,2006,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
279,belgium,2006,2 euro,20000,collected,01.01.2024,False,01.01.2024,,,False,,,,
280,belgium,2007,1 cent,60000,missing,01.01.2024,False,,,,False,,,,
281,belgium,2007,2 cent,70000,missing,01.01.2024,False,,,,False,,,,
282,belgium,2007,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
283,belgium,2007,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
284,belgium,2007,20 cent,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
285,belgium,2007,50 cent,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
286,belgium,2007,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
287,belgium,2007,2 euro,35000,collected,01.01.2024,False,01.01.2024,,,False,,,,
288,belgium,2008,1 cent,0,unavailable,01.01.2024,False,,,,False,,,,
289,belgium,2008,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
290,belgium,2008,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
291,belgium,2008,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
292,belgium,2008,20 cent,20000,collected,01.01.2024,False,01.01.2024,,,False,,,,
293,belgium,2008,50 cent,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
294,belgium,2008,1 euro,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
295,belgium,2008,2 euro,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
296,belgium,2009,1 cent,19950,missing,01.01.2024,False,,,,False,,,,
297,belgium,2009,2 cent,10000,missing,01.01.2024,False,,,,False,,,,
298,belgium,2009,5 cent,0,unavailable,01.01.2024,False,,,,False,,,,
299,belgium,2009,10 cent,0,unavailable,01.01.2024,False,,,,False,,,,
300,belgium,2009,20 cent,30100,collected,01.01.2024,False,01.01.2024,,,False,,,,
301,belgium,2009,50 cent,30000,collected,01.01.2024,False,01.01.2024,,,False,,,,
302,belgium,2009,1 euro,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
303,belgium,2009,2 euro,5000,collected,01.01.2024,False,01.01.2024,,,False,,,,
304,belgium,2010,1 cent,30000,missing,01.01.2024,False,,,,False,,,,
305,belgium,2010,2 cent,20000,collected,01.01.2024,False,07.12.2025,Jannis,,False,,,,
306,belgium,2010,5 cent,25000,missing,01.01.2024,False,,,,False,,,,
307,belgium,2010,10 cent,20000,missing,01.01.2024,False,,,,False,,,,
308,belgium,2010,20 cent,15000,missing,01.01.2024,False,,,,False,,,,
309,belgium,2010,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
310,belgium,2010,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
311,belgium,2010,2 euro,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
312,belgium,2011,1 cent,9975,missing,01.01.2024,False,,,,False,,,,
313,belgium,2011,2 cent,0,unavailable,01.01.2024,False,,,,False,,,,
314,belgium,2011,5 cent,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
315,belgium,2011,10 cent,25000,missing,01.01.2024,False,,,,False,,,,
316,belgium,2011,20 cent,40250,collected,01.01.2024,False,01.01.2024,,,False,,,,
317,belgium,2011,50 cent,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
318,belgium,2011,1 euro,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
319,belgium,2011,2 euro,32000,collected,01.01.2024,False,01.01.2024,,,False,,,,
320,belgium,2012,1 cent,19950,missing,01.01.2024,False,,,,False,,,,
321,belgium,2012,2 cent,15000,collected,01.01.2024,False,01.01.2024,,,False,,,,
322,belgium,2012,5 cent,22500,missing,01.01.2024,False,,,,False,,,,
323,belgium,2012,10 cent,25000,collected,01.01.2024,False,01.01.2024,Jannis,,False,,,,
324,belgium,2012,20 cent,42350,collected,01.01.2024,False,01.01.2024,,,False,,,,
325,belgium,2012,50 cent,30000,collected,01.01.2024,False,01.01.2024,,,False,,,,
326,belgium,2012,1 euro,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
327,belgium,2012,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
328,belgium,2013,1 cent,70000,missing,01.01.2024,False,,,,False,,,,
329,belgium,2013,2 cent,22000,collected,01.01.2024,False,01.11.2025,Jannis,,False,,,,
330,belgium,2013,5 cent,25000,missing,01.01.2024,False,,,,False,,,,
331,belgium,2013,10 cent,0,missing,01.01.2024,False,,,,False,,,,
332,belgium,2013,20 cent,0,unavailable,01.01.2024,False,,,,False,,,,
333,belgium,2013,50 cent,0,unavailable,01.01.2024,False,,,,False,,,,
334,belgium,2013,1 euro,0,unavailable,01.01.2024,False,,,,False,,,,
335,belgium,2013,2 euro,0,unavailable,01.01.2024,False,,,,False,,,,
336,belgium,2014,1 cent,97,unavailable,01.01.2024,False,,,,False,,,,
337,belgium,2014,2 cent,3125,missing,01.01.2024,False,,,,False,,,,
338,belgium,2014,5 cent,14500,collected,01.01.2024,False,01.01.2024,,,False,,,,
339,belgium,2014,10 cent,97,unavailable,01.01.2024,False,,,,False,,,,
340,belgium,2014,20 cent,97,unavailable,01.01.2024,False,,,,False,,,,
341,belgium,2014,50 cent,10000,collected,01.01.2024,False,01.01.2024,,,False,,,,
342,belgium,2014,1 euro,97,unavailable,01.01.2024,False,,,,False,,,,
343,belgium,2014,2 euro,97,unavailable,01.01.2024,False,,,,False,,,,
344,belgium,2015,1 cent,15000,missing,01.01.2024,False,,,,False,,,,
345,belgium,2015,2 cent,25000,collected,01.01.2024,False,01.01.2024,,,False,,,,
346,belgium,2015,5 cent,7000,missing,01.01.2024,False,,,,False,,,,
347,belgium,2015,10 cent,11000,missing,01.01.2024,False,,,,False,,,,
348,belgium,2015,20 cent,45,unavailable,01.01.2024,False,,,,False,,,,
